trial,mode,crs_mode,n,t,B,lat_ms,rate_mbps,dealer_dkg_ms,pot_pin_verify_ms,commitments_ms,pk_from_commitments_ms,transcript_digest_ms,same_tau_verify_ms,ra_emit_ms,ra_verify_ms,ceremony_wall_s,operator_steps,attest_publish_s,bytes_total_mb,bytes_dkg_mb,bytes_pot_mb,audit_evidence_kb,audit_sha256,code_measurement
trial,mode,crs_mode,n,t,B,lat_ms,rate_mbps,dealer_dkg_ms,pot_pin_verify_ms,commitments_ms,pk_from_commitments_ms,transcript_digest_ms,same_tau_verify_ms,ra_emit_ms,ra_verify_ms,ceremony_wall_s,operator_steps,attest_publish_s,bytes_total_mb,bytes_dkg_mb,bytes_pot_mb,audit_evidence_kb,audit_sha256,code_measurement
0,attested,local_crs,16,8,512,0,0,88,0,18,8,0,2317,25,15,2.4457598,2,3e-7,0.00048828125,0.00048828125,0.0,2.21875,9e45d1b4f227e58d81258638e414633aad8ec807f974dbbfaa2c74ca4facc92d,c955a1028ab5417d218757c24913763363311583d4eeb9d19cc299ade0eb180e
1,attested,local_crs,16,8,512,0,0,87,0,17,8,0,2400,25,24,2.5378948,2,2e-7,0.00048828125,0.00048828125,0.0,2.21875,85881a8bdc3d2a4ec427800332b01370d5a145796d87f373876b904187e09859,c955a1028ab5417d218757c24913763363311583d4eeb9d19cc299ade0eb180e
